region	XYcellid	X:X	Y:Y	celltypes	efact
reg5	1258.5__932	1258.5	932	CD8T	1
reg5	1258.5__1271.5	1258.5	1271.5	CD4T	1
reg5	1260__1443	1260	1443	Tumor	1
reg5	1261__903.5	1261	903.5	Tumor	1
reg5	1261__1382.5	1261	1382.5	Stroma	1
reg5	1261.5__610.5	1261.5	610.5	Macrophage	1
reg5	1262__504	1262	504	Treg	1
reg5	1262__1206.5	1262	1206.5	Bcell	1
reg5	1262.5__763.5	1262.5	763.5	CD8T	1
reg5	1263__1652.5	1263	1652.5	CD4T	1
reg5	1263.5__1184	1263.5	1184	Tumor	1
reg5	1265__1088.5	1265	1088.5	CD4T	1
reg5	1265__1254	1265	1254	CD8T	1
reg5	1266.5__1139.5	1266.5	1139.5	Macrophage	1
reg5	1267.5__1609.5	1267.5	1609.5	Bcell	1
reg5	1267.5__1038.5	1267.5	1038.5	Treg	1
reg5	1267.5__1354.5	1267.5	1354.5	Tumor	1
reg5	1268__1298	1268	1298	CD4T	1
reg5	1270.5__983	1270.5	983	Stroma	1
reg5	1271.5__1066.5	1271.5	1066.5	CD8T	1
reg5	1272__1671	1272	1671	CD4T	1
reg5	1272__1560.5	1272	1560.5	Tumor	1
reg5	1272__1584.5	1272	1584.5	Tumor	1
reg5	1272.5__476	1272.5	476	Stroma	1
reg5	1272.5__539.5	1272.5	539.5	Macrophage	1
reg5	1273__1103.5	1273	1103.5	Treg	1
reg5	1273__1167.5	1273	1167.5	Bcell	1
reg5	1273__1485	1273	1485	CD8T	1
reg5	1273.5__689	1273.5	689	CD4T	1
reg5	1273.5__1530	1273.5	1530	Tumor	1
reg5	1276__1625	1276	1625	CD4T	1
reg5	1276__1507	1276	1507	CD8T	1
reg5	1276.5__709.5	1276.5	709.5	Macrophage	1
reg5	1276.5__1121.5	1276.5	1121.5	Bcell	1
reg5	1276.5__1232.5	1276.5	1232.5	Treg	1
reg5	1277__581	1277	581	Tumor	1
reg5	1278__1435	1278	1435	CD4T	1
reg5	1278.5__418.5	1278.5	418.5	Stroma	1
reg5	1279.5__839	1279.5	839	CD8T	1
reg5	1279.5__1458	1279.5	1458	CD4T	1
reg5	1280__1391	1280	1391	Tumor	1
reg5	1282.5__676	1282.5	676	Tumor	1
reg5	1282.5__1476.5	1282.5	1476.5	Stroma	1
reg5	1284__1314	1284	1314	Macrophage	1
reg5	1285__881.5	1285	881.5	Treg	1
reg5	1286__1636	1286	1636	Bcell	1
reg5	1286__1023	1286	1023	CD8T	1
reg5	1287__1286	1287	1286	CD4T	1
reg5	1287.5__559.5	1287.5	559.5	Tumor	1
reg5	1288__914	1288	914	CD4T	1
reg5	1288.5__402.5	1288.5	402.5	CD8T	1
reg5	1289.5__1657.5	1289.5	1657.5	Macrophage	1
reg5	1290.5__949.5	1290.5	949.5	Bcell	1
reg5	1291__640	1291	640	Treg	1
reg5	1291.5__1089.5	1291.5	1089.5	Tumor	1
reg5	1292.5__509	1292.5	509	CD4T	1
reg5	1292.5__1175.5	1292.5	1175.5	Stroma	1
reg5	1293__1130	1293	1130	CD8T	1
reg5	1293.5__1151.5	1293.5	1151.5	CD4T	1
reg5	1293.5__1222.5	1293.5	1222.5	Tumor	1
reg5	1294__1248.5	1294	1248.5	Tumor	1
reg5	1294.5__1587.5	1294.5	1587.5	Stroma	1
reg5	1295__1412	1295	1412	Macrophage	1
reg5	1295.5__430.5	1295.5	430.5	Treg	1
reg5	1295.5__596	1295.5	596	Bcell	1
reg5	1295.5__795.5	1295.5	795.5	CD8T	1
reg5	1296__1055.5	1296	1055.5	CD4T	1
reg5	1296.5__857	1296.5	857	Tumor	1
reg5	1297__1196.5	1297	1196.5	CD4T	1
reg5	1297.5__978.5	1297.5	978.5	CD8T	1
reg5	1298__456.5	1298	456.5	Macrophage	1
reg5	1298__1352	1298	1352	Bcell	1
reg5	1298.5__1115.5	1298.5	1115.5	Treg	1
reg5	1299__1084	1299	1084	Tumor	1
reg5	1299.5__626	1299.5	626	CD4T	1
reg5	1300__1297	1300	1297	Stroma	1
reg5	1303__1509.5	1303	1509.5	CD8T	1
reg5	1304__1307	1304	1307	CD4T	1
reg5	1307__1458.5	1307	1458.5	Tumor	1
reg5	1307.5__1012.5	1307.5	1012.5	Tumor	1
reg5	1307.5__1275	1307.5	1275	Stroma	1
reg5	1308__741.5	1308	741.5	Macrophage	1
reg5	1310__1544.5	1310	1544.5	Treg	1
reg5	1310.5__538	1310.5	538	Bcell	1
reg5	1312.5__823	1312.5	823	CD8T	1
reg5	1313__679	1313	679	CD4T	1
reg5	1315.5__1434.5	1315.5	1434.5	Tumor	1
reg5	1316.5__426	1316.5	426	CD4T	1
reg5	1316.5__1336	1316.5	1336	CD8T	1
reg5	1317.5__1082.5	1317.5	1082.5	Macrophage	1
reg5	1317.5__1113	1317.5	1113	Bcell	1
reg5	1318.5__922.5	1318.5	922.5	Treg	1
reg5	1318.5__1053	1318.5	1053	Tumor	1
reg5	1318.5__1145	1318.5	1145	CD4T	1
reg5	1318.5__1494.5	1318.5	1494.5	Stroma	1
reg5	1319.5__606.5	1319.5	606.5	CD8T	1
reg5	1319.5__1580	1319.5	1580	CD4T	1
reg5	1320__1029	1320	1029	Tumor	1
reg5	1320__1172.5	1320	1172.5	Tumor	1
reg5	1321__1615	1321	1615	Stroma	1
reg5	1321__986	1321	986	Macrophage	1
reg5	1321.5__704	1321.5	704	Treg	1
reg5	1323__1640	1323	1640	Bcell	1
reg5	1324__510	1324	510	CD8T	1
reg5	1324.5__464	1324.5	464	CD4T	1
reg5	1325__1377.5	1325	1377.5	Tumor	1
reg5	1326.5__1201	1326.5	1201	CD4T	1
reg5	1327__1074	1327	1074	CD8T	1
reg5	1328__579.5	1328	579.5	Macrophage	1
reg5	1328.5__642	1328.5	642	Bcell	1
reg5	1329.5__761.5	1329.5	761.5	Treg	1
reg5	1330.5__847.5	1330.5	847.5	Tumor	1
reg5	1331.5__1136.5	1331.5	1136.5	CD4T	1
reg5	1332.5__1347	1332.5	1347	Stroma	1
reg5	1332.5__1399.5	1332.5	1399.5	CD8T	1
reg5	1333.5__955.5	1333.5	955.5	CD4T	1
reg5	1334.5__746.5	1334.5	746.5	Tumor	1
reg5	1336__1097.5	1336	1097.5	Tumor	1
reg5	1336.5__1600.5	1336.5	1600.5	Stroma	1
reg5	1338__908.5	1338	908.5	Macrophage	1
reg5	1338.5__867.5	1338.5	867.5	Treg	1
reg5	1339.5__1022.5	1339.5	1022.5	Bcell	1
reg5	1339.5__1225.5	1339.5	1225.5	CD8T	1
reg5	1341.5__483	1341.5	483	CD4T	1
reg5	1341.5__783	1341.5	783	Tumor	1
reg5	1341.5__1457.5	1341.5	1457.5	CD4T	1
reg5	1341.5__1550	1341.5	1550	CD8T	1
reg5	1344.5__1119	1344.5	1119	Macrophage	1
reg5	1345__1049.5	1345	1049.5	Bcell	1
reg5	1347__1285.5	1347	1285.5	Treg	1
reg5	1347.5__535	1347.5	535	Tumor	1
reg5	1348__1075	1348	1075	CD4T	1
reg5	1349.5__1575.5	1349.5	1575.5	Stroma	1
reg5	1350.5__1203.5	1350.5	1203.5	CD8T	1
reg5	1351.5__708.5	1351.5	708.5	CD4T	1
reg5	1352__606	1352	606	Tumor	1
reg5	1354__507.5	1354	507.5	Tumor	1
reg5	1354.5__883	1354.5	883	Stroma	1
reg5	1355__1376.5	1355	1376.5	Macrophage	1
reg5	1356__635	1356	635	Treg	1
reg5	1356.5__677	1356.5	677	Bcell	1
reg5	1360__1178.5	1360	1178.5	CD8T	1
reg5	1360.5__1524.5	1360.5	1524.5	CD4T	1
reg5	1361__584.5	1361	584.5	Tumor	1
reg5	1361__811	1361	811	CD4T	1
reg5	1364__729	1364	729	CD8T	1
reg5	1364.5__843	1364.5	843	Macrophage	1
reg5	1364.5__914	1364.5	914	Bcell	1
reg5	1364.5__1229	1364.5	1229	Treg	1
reg5	1366__1102	1366	1102	Tumor	1
reg5	1368.5__1422	1368.5	1422	CD4T	1
reg5	1369.5__1610.5	1369.5	1610.5	Stroma	1
reg5	1369.5__798.5	1369.5	798.5	CD8T	1
reg5	1370__958	1370	958	CD4T	1
reg5	1370__1061.5	1370	1061.5	Tumor	1
reg5	1371__866	1371	866	Tumor	1
reg5	1371__1017	1371	1017	Stroma	1
reg5	1371__1496.5	1371	1496.5	Macrophage	1
reg5	1371.5__749.5	1371.5	749.5	Treg	1
reg5	1371.5__1590	1371.5	1590	Bcell	1
reg5	1373__672.5	1373	672.5	CD8T	1
reg5	1374.5__522	1374.5	522	CD4T	1
reg5	1375__1457.5	1375	1457.5	Tumor	1
reg5	1377__644.5	1377	644.5	CD4T	1
reg5	1377__1246.5	1377	1246.5	CD8T	1
reg5	1378.5__1550.5	1378.5	1550.5	Macrophage	1
reg5	1380.5__1126.5	1380.5	1126.5	Bcell	1
reg5	1382__559.5	1382	559.5	Treg	1
reg5	1382__1341	1382	1341	Tumor	1
reg5	1383__1158.5	1383	1158.5	CD4T	1
reg5	1384.5__1306	1384.5	1306	Stroma	1
reg5	1385.5__905	1385.5	905	CD8T	1
reg5	1387.5__1401	1387.5	1401	CD4T	1
reg5	1387.5__1518.5	1387.5	1518.5	Tumor	1
reg5	1389__584.5	1389	584.5	Tumor	1
reg5	1389.5__616.5	1389.5	616.5	Stroma	1
reg5	1390.5__483	1390.5	483	Macrophage	1
reg5	1393__462.5	1393	462.5	Treg	1
reg5	1394.5__738	1394.5	738	Bcell	1
reg5	1394.5__1439.5	1394.5	1439.5	CD8T	1
reg5	1395__1218.5	1395	1218.5	CD4T	1
reg5	1395.5__1604	1395.5	1604	Tumor	1
reg5	1396__661	1396	661	CD4T	1
reg5	1396__991.5	1396	991.5	CD8T	1
reg5	1397.5__854	1397.5	854	Macrophage	1
reg5	1397.5__1178	1397.5	1178	Bcell	1
reg5	1399__818	1399	818	Treg	1
reg5	1400__1294	1400	1294	Tumor	1
reg5	1402__681	1402	681	CD4T	1
reg5	1402__1274.5	1402	1274.5	Stroma	1
reg5	1403.5__1090.5	1403.5	1090.5	CD8T	1
reg5	1404__1579.5	1404	1579.5	CD4T	1
reg5	1405__531.5	1405	531.5	Tumor	1
reg5	1405.5__1029.5	1405.5	1029.5	Tumor	1
reg5	1406.5__895	1406.5	895	Stroma	1
reg5	1407.5__1470.5	1407.5	1470.5	Macrophage	1
reg5	1410.5__651	1410.5	651	Treg	1
reg5	1411.5__1113	1411.5	1113	Bcell	1
reg5	1412__1544.5	1412	1544.5	CD8T	1
reg5	1415.5__480	1415.5	480	CD4T	1
reg5	1415.5__1061.5	1415.5	1061.5	Tumor	1
reg5	1416.5__915	1416.5	915	CD4T	1
reg5	1417__801.5	1417	801.5	CD8T	1
reg5	1418__598.5	1418	598.5	Macrophage	1
reg5	1418.5__954	1418.5	954	Bcell	1
reg5	1419__1518	1419	1518	Treg	1
reg5	1419.5__1162	1419.5	1162	Tumor	1
reg5	1420.5__1410	1420.5	1410	CD4T	1
reg5	1423__1444	1423	1444	Stroma	1
reg5	1423.5__1372.5	1423.5	1372.5	CD8T	1
reg5	1424__702	1424	702	CD4T	1
reg5	1428__1222	1428	1222	Tumor	1
reg5	1429__880.5	1429	880.5	Tumor	1
reg5	1430__721.5	1430	721.5	Stroma	1
reg5	1430__979.5	1430	979.5	Macrophage	1
reg5	1431__1298.5	1431	1298.5	Treg	1
reg5	1432__920	1432	920	Bcell	1
reg5	1435__1153	1435	1153	CD8T	1
reg5	1437__640	1437	640	CD4T	1
reg5	1438__748	1438	748	Tumor	1
reg5	1438__936.5	1438	936.5	CD4T	1
reg5	1438.5__494	1438.5	494	CD8T	1
reg5	1439__908	1439	908	Macrophage	1
reg5	1439.5__1027.5	1439.5	1027.5	Bcell	1
reg5	1443.5__571.5	1443.5	571.5	Treg	1
reg5	1443.5__814.5	1443.5	814.5	Tumor	1
reg5	1444__846.5	1444	846.5	CD4T	1
reg5	1444.5__920	1444.5	920	Stroma	1
reg5	1447__677	1447	677	CD8T	1
reg5	1448.5__1359.5	1448.5	1359.5	CD4T	1
reg5	1448.5__1536.5	1448.5	1536.5	Tumor	1
reg5	1449__1262.5	1449	1262.5	Tumor	1
reg5	1453__784	1453	784	Stroma	1
reg5	1454__994	1454	994	Macrophage	1
reg5	1454.5__613.5	1454.5	613.5	Treg	1
reg5	1455.5__515	1455.5	515	Bcell	1
reg5	1457.5__924.5	1457.5	924.5	CD8T	1
reg5	1458__535.5	1458	535.5	CD4T	1
reg5	1458__1049	1458	1049	Tumor	1
reg5	1458.5__1413.5	1458.5	1413.5	CD4T	1
reg5	1459__1332	1459	1332	CD8T	1
reg5	1460__908.5	1460	908.5	Macrophage	1
reg5	1460.5__867.5	1460.5	867.5	Bcell	1
reg5	1460.5__1099	1460.5	1099	Treg	1
reg5	1460.5__1150	1460.5	1150	Tumor	1
reg5	1464.5__1242.5	1464.5	1242.5	CD4T	1
reg5	1467__507.5	1467	507.5	Stroma	1
reg5	1467.5__552	1467.5	552	CD8T	1
reg5	1467.5__748	1467.5	748	CD4T	1
reg5	1470.5__648	1470.5	648	Tumor	1
reg5	1472__1209.5	1472	1209.5	Tumor	1
reg5	1472__1365.5	1472	1365.5	Stroma	1
reg5	1474__934	1474	934	Macrophage	1
reg5	1474__1002	1474	1002	Treg	1
reg5	1474__1180.5	1474	1180.5	Bcell	1
reg5	1474__1294	1474	1294	CD8T	1
reg5	1482.5__1057	1482.5	1057	CD4T	1
reg5	1484.5__1440.5	1484.5	1440.5	Tumor	1
reg5	1485__704.5	1485	704.5	CD4T	1
reg5	1486__1325.5	1486	1325.5	CD8T	1
reg5	1486__1483.5	1486	1483.5	Macrophage	1
reg5	1487.5__907	1487.5	907	Bcell	1
reg5	1488__615	1488	615	Treg	1
reg5	1488.5__1266	1488.5	1266	Tumor	1
reg5	1490__734.5	1490	734.5	CD4T	1
reg5	1490.5__1107	1490.5	1107	Stroma	1
reg5	1491__865.5	1491	865.5	CD8T	1
reg5	1491.5__1334	1491.5	1334	CD4T	1
reg5	1492__1402.5	1492	1402.5	Tumor	1
reg5	1493__783.5	1493	783.5	Tumor	1
reg5	1493__1313.5	1493	1313.5	Stroma	1
reg5	1495__654.5	1495	654.5	Macrophage	1
reg5	1495.5__682	1495.5	682	Treg	1
reg5	1496__999.5	1496	999.5	Bcell	1
reg5	1496__1285.5	1496	1285.5	CD8T	1
reg5	1497__1505	1497	1505	CD4T	1
reg5	1498__1372.5	1498	1372.5	Tumor	1
reg5	1500.5__804	1500.5	804	CD4T	1
reg5	1506__668.5	1506	668.5	CD8T	1
reg5	1509__1157.5	1509	1157.5	Macrophage	1
reg5	1509__1268.5	1509	1268.5	Bcell	1
reg5	1511__1310.5	1511	1310.5	Treg	1
reg5	1511__1332.5	1511	1332.5	Tumor	1
reg5	1511.5__830	1511.5	830	CD4T	1
reg5	1511.5__1188	1511.5	1188	Stroma	1
reg5	1513__729	1513	729	CD8T	1
reg5	1513.5__1358.5	1513.5	1358.5	CD4T	1
reg5	1515__1233.5	1515	1233.5	Tumor	1
reg5	1515__1447.5	1515	1447.5	Tumor	1
reg5	1516__760	1516	760	Stroma	1
reg5	1516.5__1083.5	1516.5	1083.5	Macrophage	1
reg5	1517__1053.5	1517	1053.5	Treg	1
reg5	1520.5__1489.5	1520.5	1489.5	Bcell	1
reg5	1526.5__796.5	1526.5	796.5	CD8T	1
reg5	1529.5__1391.5	1529.5	1391.5	CD4T	1
reg5	1531__746.5	1531	746.5	Tumor	1
reg5	1533__724	1533	724	CD4T	1
reg5	1533__938.5	1533	938.5	CD8T	1
reg5	1536__1477	1536	1477	Macrophage	1
reg5	1538__1453.5	1538	1453.5	Bcell	1
reg5	1538.5__894.5	1538.5	894.5	Treg	1
reg5	1539__705	1539	705	Tumor	1
reg5	1539.5__975	1539.5	975	CD4T	1
reg5	1539.5__1422	1539.5	1422	Stroma	1
reg5	1541__1322	1541	1322	CD8T	1
reg5	1543.5__1188.5	1543.5	1188.5	CD4T	1
reg5	1544.5__1353.5	1544.5	1353.5	Tumor	1
reg5	1545.5__1166	1545.5	1166	Tumor	1
reg5	1546__788	1546	788	Stroma	1
reg5	1547__812	1547	812	Macrophage	1
reg5	1547.5__1389	1547.5	1389	Treg	1
reg5	1548__872	1548	872	Bcell	1
reg5	1553__829.5	1553	829.5	CD8T	1
reg5	1553__926	1553	926	CD4T	1
reg5	1554__1237.5	1554	1237.5	Tumor	1
reg5	1556__1123	1556	1123	CD4T	1
reg5	1557__1079.5	1557	1079.5	CD8T	1
reg5	1557.5__667.5	1557.5	667.5	Macrophage	1
reg5	1562__794	1562	794	Bcell	1
reg5	1563__722	1563	722	Treg	1
reg5	1563.5__1030	1563.5	1030	Tumor	1
reg5	1565__1352	1565	1352	CD4T	1
reg5	1574__790	1574	790	Stroma	1
reg5	1575.5__1385	1575.5	1385	CD8T	1
reg5	1576.5__1417	1576.5	1417	CD4T	1
reg5	1577__1203	1577	1203	Tumor	1
reg5	1578__954.5	1578	954.5	Tumor	1
reg5	1578__1166.5	1578	1166.5	Stroma	1
reg5	1578.5__922	1578.5	922	Macrophage	1
reg5	1581__1433.5	1581	1433.5	Treg	1
reg5	1582.5__1249	1582.5	1249	Bcell	1
reg5	1583.5__982.5	1583.5	982.5	CD8T	1
reg5	1584__756.5	1584	756.5	CD4T	1
reg5	1585__832	1585	832	Tumor	1
reg5	1585__1186.5	1585	1186.5	CD4T	1
reg5	1589.5__1260.5	1589.5	1260.5	CD8T	1
reg5	1591__1351	1591	1351	Macrophage	1
reg5	1592.5__765	1592.5	765	Bcell	1
reg5	1593__1091	1593	1091	Treg	1
reg5	1596__1138	1596	1138	Tumor	1
reg5	1596__1200.5	1596	1200.5	CD4T	1
reg5	1596__1304	1596	1304	Stroma	1
reg5	1602__881	1602	881	CD8T	1
reg5	1602.5__1381	1602.5	1381	CD4T	1
reg5	1604.5__1290	1604.5	1290	Tumor	1
reg5	1606.5__1326	1606.5	1326	Tumor	1
reg5	1607__839.5	1607	839.5	Stroma	1
reg5	1609.5__1070.5	1609.5	1070.5	Macrophage	1
reg5	1613.5__744	1613.5	744	Treg	1
reg5	1614__775	1614	775	Bcell	1
reg5	1615__1005.5	1615	1005.5	CD8T	1
reg5	1617.5__878	1617.5	878	CD4T	1
reg5	1617.5__1191	1617.5	1191	Tumor	1
reg5	1619.5__1260.5	1619.5	1260.5	CD4T	1
reg5	1623.5__948.5	1623.5	948.5	CD8T	1
reg5	1627__1278.5	1627	1278.5	Macrophage	1
reg5	1628__1315.5	1628	1315.5	Bcell	1
reg5	1628.5__1061.5	1628.5	1061.5	Treg	1
reg5	1628.5__1127	1628.5	1127	Tumor	1
reg5	1636.5__1211	1636.5	1211	CD4T	1
reg5	1642.5__777.5	1642.5	777.5	Stroma	1
reg5	1644__1021	1644	1021	CD8T	1
reg5	1645__1329.5	1645	1329.5	CD4T	1
reg5	1646__1144.5	1646	1144.5	Tumor	1
reg5	1648__879	1648	879	Tumor	1
reg5	1648__900	1648	900	Stroma	1
reg5	1649__1190.5	1649	1190.5	Macrophage	1
reg5	1650__1267.5	1650	1267.5	Treg	1
reg5	1650.5__1049.5	1650.5	1049.5	Bcell	1
reg5	1651.5__1000	1651.5	1000	CD8T	1
reg5	1656.5__934	1656.5	934	CD4T	1
reg5	1664__1210.5	1664	1210.5	Tumor	1
reg5	1664.5__845	1664.5	845	CD4T	1
reg5	1665.5__1076.5	1665.5	1076.5	CD8T	1
reg5	1666.5__1122	1666.5	1122	Macrophage	1
reg5	1668__867	1668	867	Bcell	1
reg5	1669.5__1245	1669.5	1245	Treg	1
reg5	1675__1154	1675	1154	Tumor	1
reg5	1678__1225.5	1678	1225.5	CD4T	1
reg5	1684__907.5	1684	907.5	Stroma	1
reg5	1684__947.5	1684	947.5	CD8T	1
reg5	1690.5__1036.5	1690.5	1036.5	CD4T	1
reg5	1691__1016	1691	1016	Tumor	1
reg5	1691.5__1084	1691.5	1084	Tumor	1
reg5	1692.5__1131.5	1692.5	1131.5	Stroma	1
reg5	1697.5__981	1697.5	981	Macrophage	1
reg5	1704.5__1148.5	1704.5	1148.5	Treg	1
reg5	1705.5__921	1705.5	921	Bcell	1
reg5	1705.5__951	1705.5	951	CD8T	1
reg5	1711.5__1036.5	1711.5	1036.5	CD4T	1
reg6	579.5__838	579.5	838	CD4T	2
reg6	646__1282.5	646	1282.5	CD4T	2
reg6	668.5__886.5	668.5	886.5	CD4T	2
reg6	856.5__915.5	856.5	915.5	CD4T	2
reg6	1132.5__1235.5	1132.5	1235.5	CD4T	2
reg6	1137.5__1232.5	1137.5	1232.5	CD4T	2
reg6	1263__426.5	1263	426.5	CD4T	2
reg6	1420__560.5	1420	560.5	CD4T	2
reg6	1577.5__713	1577.5	713	CD4T	2
reg6	1780__1060.5	1780	1060.5	CD4T	2
reg6	1794.5__1082	1794.5	1082	CD4T	2
reg6	480__1099.5	480	1099.5	Treg	2
reg6	538.5__760.5	538.5	760.5	Treg	2
reg6	584.5__541	584.5	541	Treg	2
reg6	769.5__540	769.5	540	Treg	2
reg6	776.5__866.5	776.5	866.5	Treg	2
reg6	1062.5__731.5	1062.5	731.5	Treg	2
reg6	1076__822.5	1076	822.5	Treg	2
reg6	1119__662	1119	662	Treg	2
reg6	1125.5__1485.5	1125.5	1485.5	Treg	2
reg6	1325__694	1325	694	Treg	2
reg6	1327.5__1137	1327.5	1137	Treg	2
reg6	1331__582.5	1331	582.5	Treg	2
reg6	1432__1254.5	1432	1254.5	Treg	2
reg6	1661.5__1252	1661.5	1252	Treg	2
reg6	1722__1248.5	1722	1248.5	Treg	2
reg6	386.5__959	386.5	959	Tumor	2
reg6	397.5__1222	397.5	1222	Tumor	2
reg6	406.5__809.5	406.5	809.5	Tumor	2
reg6	409__1242	409	1242	Tumor	2
reg6	410__1186	410	1186	Tumor	2
reg6	411.5__1172.5	411.5	1172.5	Tumor	2
reg6	413__1202.5	413	1202.5	Tumor	2
reg6	414.5__1152	414.5	1152	Tumor	2
reg6	420.5__1215.5	420.5	1215.5	Tumor	2
reg6	432.5__1229	432.5	1229	Tumor	2
reg6	433.5__1253.5	433.5	1253.5	Tumor	2
reg6	434.5__754	434.5	754	Tumor	2
reg6	434.5__1186.5	434.5	1186.5	Tumor	2
reg6	435__1163	435	1163	Tumor	2
reg6	435__1290.5	435	1290.5	Tumor	2
reg6	436__844.5	436	844.5	Tumor	2
reg6	438__1272	438	1272	Tumor	2
reg6	442__1206	442	1206	Tumor	2
reg6	442.5__881	442.5	881	Tumor	2
reg6	447__1173.5	447	1173.5	Tumor	2
reg6	449.5__762.5	449.5	762.5	Tumor	2
reg6	450.5__811.5	450.5	811.5	Tumor	2
reg6	456.5__1235	456.5	1235	Tumor	2
reg6	458__1255	458	1255	Tumor	2
reg6	459.5__835	459.5	835	Tumor	2
reg6	464__863	464	863	Tumor	2
reg6	469__1211.5	469	1211.5	Tumor	2
reg6	472__886.5	472	886.5	Tumor	2
reg6	473.5__758.5	473.5	758.5	Tumor	2
reg6	475.5__1163	475.5	1163	Tumor	2
reg6	483__1276	483	1276	Tumor	2
reg6	484__902	484	902	Tumor	2
reg6	484__1300	484	1300	Tumor	2
reg6	486.5__1188	486.5	1188	Tumor	2
reg6	488.5__1046	488.5	1046	Tumor	2
reg6	488.5__1248	488.5	1248	Tumor	2
reg6	491__775.5	491	775.5	Tumor	2
reg6	504.5__1175	504.5	1175	Tumor	2
reg6	506__1274	506	1274	Tumor	2
reg6	506__1368	506	1368	Tumor	2
reg6	515__788.5	515	788.5	Tumor	2
reg6	519.5__1151.5	519.5	1151.5	Tumor	2
reg6	521__1238.5	521	1238.5	Tumor	2
reg6	521.5__1121	521.5	1121	Tumor	2
reg6	525__1088.5	525	1088.5	Tumor	2
reg6	526.5__1312.5	526.5	1312.5	Tumor	2
reg6	535__1172.5	535	1172.5	Tumor	2
reg6	536.5__788	536.5	788	Tumor	2
reg6	538__1222	538	1222	Tumor	2
reg6	540.5__1203	540.5	1203	Tumor	2
reg6	542__808.5	542	808.5	Tumor	2
reg6	542.5__1115.5	542.5	1115.5	Tumor	2
reg6	542.5__1417	542.5	1417	Tumor	2
reg6	542.5__838.5	542.5	838.5	Tumor	2
reg6	544__1243	544	1243	Tumor	2
reg6	545__1335	545	1335	Tumor	2
reg6	553.5__1088	553.5	1088	Tumor	2
reg6	554.5__1141.5	554.5	1141.5	Tumor	2
reg6	555.5__1187.5	555.5	1187.5	Tumor	2
reg6	556__914	556	914	Tumor	2
reg6	565.5__938	565.5	938	Tumor	2
reg6	567__1124	567	1124	Tumor	2
reg6	567.5__812.5	567.5	812.5	Tumor	2
reg6	568.5__1218	568.5	1218	Tumor	2
reg6	570__1198.5	570	1198.5	Tumor	2
reg6	576.5__1099.5	576.5	1099.5	Tumor	2
reg6	576.5__836	576.5	836	Tumor	2
reg6	585__938.5	585	938.5	Tumor	2
reg6	586.5__806	586.5	806	Tumor	2
reg6	590__1146	590	1146	Tumor	2
reg6	593__898	593	898	Tumor	2
reg6	595__1114	595	1114	Tumor	2
reg6	596__924.5	596	924.5	Tumor	2
reg6	599.5__1195.5	599.5	1195.5	Tumor	2
reg6	601__982.5	601	982.5	Tumor	2
reg6	610.5__1022	610.5	1022	Tumor	2
reg6	611__1116	611	1116	Tumor	2
reg6	612.5__1149.5	612.5	1149.5	Tumor	2
reg6	615.5__667	615.5	667	Tumor	2
reg6	617__949.5	617	949.5	Tumor	2
reg6	623__971	623	971	Tumor	2
reg6	631.5__1124	631.5	1124	Tumor	2
reg6	636.5__1163.5	636.5	1163.5	Tumor	2
reg6	639__1234.5	639	1234.5	Tumor	2
reg6	639__1288.5	639	1288.5	Tumor	2
reg6	645.5__1116.5	645.5	1116.5	Tumor	2
reg6	651__1315	651	1315	Tumor	2
reg6	651.5__1084	651.5	1084	Tumor	2
reg6	662__753.5	662	753.5	Tumor	2
reg6	663__887.5	663	887.5	Tumor	2
reg6	663__472.5	663	472.5	Tumor	2
reg6	672.5__1200	672.5	1200	Tumor	2
reg6	675.5__1009.5	675.5	1009.5	Tumor	2
reg6	676__818	676	818	Tumor	2
reg6	677.5__450.5	677.5	450.5	Tumor	2
reg6	680.5__1321.5	680.5	1321.5	Tumor	2
reg6	682__757.5	682	757.5	Tumor	2
reg6	683.5__1297	683.5	1297	Tumor	2
reg6	686.5__907.5	686.5	907.5	Tumor	2
reg6	697__844	697	844	Tumor	2
reg6	698__771.5	698	771.5	Tumor	2
reg6	700__890	700	890	Tumor	2
reg6	702.5__442.5	702.5	442.5	Tumor	2
reg6	714__1125	714	1125	Tumor	2
reg6	717__751.5	717	751.5	Tumor	2
reg6	721.5__857	721.5	857	Tumor	2
reg6	725__773.5	725	773.5	Tumor	2
reg6	729.5__1270.5	729.5	1270.5	Tumor	2
reg6	733__624.5	733	624.5	Tumor	2
reg6	733.5__406	733.5	406	Tumor	2
reg6	734__681	734	681	Tumor	2
reg6	734.5__444	734.5	444	Tumor	2
reg6	734.5__1044	734.5	1044	Tumor	2
reg6	735.5__886.5	735.5	886.5	Tumor	2
reg6	737__1618	737	1618	Tumor	2
reg6	737__1102.5	737	1102.5	Tumor	2
reg6	738__1209	738	1209	Tumor	2
reg6	739.5__1183.5	739.5	1183.5	Tumor	2
reg6	741.5__1644.5	741.5	1644.5	Tumor	2
reg6	745__789	745	789	Tumor	2
reg6	745__989	745	989	Tumor	2
reg6	745.5__806	745.5	806	Tumor	2
reg6	746.5__766	746.5	766	Tumor	2
reg6	753.5__823.5	753.5	823.5	Tumor	2
reg6	754__438	754	438	Tumor	2
reg6	754.5__1121	754.5	1121	Tumor	2
reg6	762.5__1651	762.5	1651	Tumor	2
reg6	764__418.5	764	418.5	Tumor	2
reg6	765__1678	765	1678	Tumor	2
